1 #anatomical sites
3 #samples
9 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.078947	0.272727
0	R1	0	P	2	v2	0.000000	0.000963
0	R1	0	P	3	v3	0.000000	0.000000
0	R1	0	P	4	v4	0.000000	0.000000
0	R1	0	P	5	v5	0.078835	0.165138
0	R1	0	P	6	v6	0.024336	0.059701
0	R1	0	P	7	v7	0.000000	0.002315
0	R1	0	P	8	v8	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.073770	0.293269
1	R2	0	P	2	v2	0.026655	0.071950
1	R2	0	P	3	v3	0.025526	0.210526
1	R2	0	P	4	v4	0.003086	0.123894
1	R2	0	P	5	v5	0.000000	0.006826
1	R2	0	P	6	v6	0.000000	0.000000
1	R2	0	P	7	v7	0.000000	0.002933
1	R2	0	P	8	v8	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.074675	0.310345
2	R3	0	P	2	v2	0.000000	0.000000
2	R3	0	P	3	v3	0.000000	0.000000
2	R3	0	P	4	v4	0.005181	0.159574
2	R3	0	P	5	v5	0.000000	0.000000
2	R3	0	P	6	v6	0.000000	0.000000
2	R3	0	P	7	v7	0.034759	0.642424
2	R3	0	P	8	v8	0.026930	0.049322
