1 #anatomical sites
3 #samples
9 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.208333	0.728070
0	R1	0	P	2	v2	0.028728	0.121951
0	R1	0	P	3	v3	0.023217	0.155405
0	R1	0	P	4	v4	0.000000	0.003077
0	R1	0	P	5	v5	0.008850	0.044444
0	R1	0	P	6	v6	0.000000	0.003670
0	R1	0	P	7	v7	0.000000	0.003810
0	R1	0	P	8	v8	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.226300	0.772358
1	R2	0	P	2	v2	0.000000	0.001825
1	R2	0	P	3	v3	0.000000	0.002646
1	R2	0	P	4	v4	0.023009	0.076305
1	R2	0	P	5	v5	0.155949	0.294025
1	R2	0	P	6	v6	0.018085	0.113208
1	R2	0	P	7	v7	0.019231	0.106406
1	R2	0	P	8	v8	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.241071	0.857143
2	R3	0	P	2	v2	0.000000	0.001477
2	R3	0	P	3	v3	0.000000	0.000974
2	R3	0	P	4	v4	0.000000	0.038961
2	R3	0	P	5	v5	0.187708	0.407480
2	R3	0	P	6	v6	0.007335	0.433735
2	R3	0	P	7	v7	0.004301	0.245455
2	R3	0	P	8	v8	0.058065	0.285959
