1 #anatomical sites
4 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.271768	0.696335
0	R1	0	P	2	v2	0.000000	0.000980
0	R1	0	P	3	v3	0.000000	0.002625
0	R1	0	P	4	v4	0.000000	0.000000
0	R1	0	P	5	v5	0.025210	0.066914
0	R1	0	P	6	v6	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.270983	0.662500
1	R2	0	P	2	v2	0.000000	0.004438
1	R2	0	P	3	v3	0.003191	0.673575
1	R2	0	P	4	v4	0.000000	0.000000
1	R2	0	P	5	v5	0.000000	0.004292
1	R2	0	P	6	v6	0.033465	0.105263
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.284801	0.724638
2	R3	0	P	2	v2	0.024793	0.102244
2	R3	0	P	3	v3	0.000000	0.044444
2	R3	0	P	4	v4	0.000000	0.003155
2	R3	0	P	5	v5	0.000000	0.039773
2	R3	0	P	6	v6	0.000000	0.006061
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.270742	0.674603
3	R4	0	P	2	v2	0.000000	0.004785
3	R4	0	P	3	v3	0.000000	0.000000
3	R4	0	P	4	v4	0.243478	0.420139
3	R4	0	P	5	v5	0.000000	0.000000
3	R4	0	P	6	v6	0.000000	0.001555
