1 #anatomical sites
8 #samples
6 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.023810	0.112613
0	R1	0	P	2	v2	0.000000	0.032070
0	R1	0	P	3	v3	0.000000	0.000000
0	R1	0	P	4	v4	0.000000	0.001894
0	R1	0	P	5	v5	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.062176	0.182243
1	R2	0	P	2	v2	0.000000	0.000000
1	R2	0	P	3	v3	0.000000	0.002404
1	R2	0	P	4	v4	0.000000	0.000000
1	R2	0	P	5	v5	0.039062	0.064516
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.025641	0.129412
2	R3	0	P	2	v2	0.000000	0.000000
2	R3	0	P	3	v3	0.000000	0.000000
2	R3	0	P	4	v4	0.000000	0.000000
2	R3	0	P	5	v5	0.000000	0.056017
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.073171	0.210526
3	R4	0	P	2	v2	0.000000	0.002558
3	R4	0	P	3	v3	0.047703	0.102740
3	R4	0	P	4	v4	0.000000	0.000000
3	R4	0	P	5	v5	0.000000	0.000000
4	R5	0	P	0	v0	1.000000	1.000000
4	R5	0	P	1	v1	0.025641	0.126984
4	R5	0	P	2	v2	0.000000	0.000000
4	R5	0	P	3	v3	0.000000	0.000000
4	R5	0	P	4	v4	0.000000	0.002890
4	R5	0	P	5	v5	0.000000	0.050218
5	R6	0	P	0	v0	1.000000	1.000000
5	R6	0	P	1	v1	0.017857	0.074510
5	R6	0	P	2	v2	0.005874	0.036364
5	R6	0	P	3	v3	0.000000	0.002205
5	R6	0	P	4	v4	0.000000	0.000000
5	R6	0	P	5	v5	0.000000	0.000000
6	R7	0	P	0	v0	1.000000	1.000000
6	R7	0	P	1	v1	0.043478	0.161905
6	R7	0	P	2	v2	0.008929	0.109375
6	R7	0	P	3	v3	0.000000	0.001266
6	R7	0	P	4	v4	0.026374	0.033708
6	R7	0	P	5	v5	0.000000	0.001511
7	R8	0	P	0	v0	1.000000	1.000000
7	R8	0	P	1	v1	0.045977	0.145025
7	R8	0	P	2	v2	0.016722	0.079365
7	R8	0	P	3	v3	0.000000	0.000000
7	R8	0	P	4	v4	0.000000	0.000000
7	R8	0	P	5	v5	0.000000	0.000000
