1 #anatomical sites
7 #samples
10 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.012931	0.093578
0	R1	0	P	2	v2	0.000000	0.002160
0	R1	0	P	3	v3	0.000000	0.048611
0	R1	0	P	4	v4	0.000000	0.001122
0	R1	0	P	5	v5	0.000000	0.006135
0	R1	0	P	6	v6	0.014925	0.043624
0	R1	0	P	7	v7	0.000000	0.041096
0	R1	0	P	8	v8	0.000000	0.031175
0	R1	0	P	9	v9	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.041459	0.204082
1	R2	0	P	2	v2	0.000000	0.000000
1	R2	0	P	3	v3	0.000000	0.003247
1	R2	0	P	4	v4	0.000000	0.001355
1	R2	0	P	5	v5	0.049844	0.312500
1	R2	0	P	6	v6	0.000000	0.000000
1	R2	0	P	7	v7	0.000000	0.004292
1	R2	0	P	8	v8	0.000000	0.002500
1	R2	0	P	9	v9	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.087619	0.384615
2	R3	0	P	2	v2	0.000000	0.000000
2	R3	0	P	3	v3	0.023438	0.152381
2	R3	0	P	4	v4	0.000000	0.001325
2	R3	0	P	5	v5	0.000000	0.006787
2	R3	0	P	6	v6	0.056738	0.258621
2	R3	0	P	7	v7	0.009346	0.207792
2	R3	0	P	8	v8	0.021710	0.216783
2	R3	0	P	9	v9	0.000000	0.000000
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.073529	0.319635
3	R4	0	P	2	v2	0.000000	0.003623
3	R4	0	P	3	v3	0.017751	0.174157
3	R4	0	P	4	v4	0.000000	0.001450
3	R4	0	P	5	v5	0.003731	0.026461
3	R4	0	P	6	v6	0.063272	0.170710
3	R4	0	P	7	v7	0.051546	0.120650
3	R4	0	P	8	v8	0.004464	0.051047
3	R4	0	P	9	v9	0.000000	0.000000
4	R5	0	P	0	v0	1.000000	1.000000
4	R5	0	P	1	v1	0.103297	0.418672
4	R5	0	P	2	v2	0.045531	0.114537
4	R5	0	P	3	v3	0.016000	0.128319
4	R5	0	P	4	v4	0.000000	0.003546
4	R5	0	P	5	v5	0.000000	0.001359
4	R5	0	P	6	v6	0.000000	0.003466
4	R5	0	P	7	v7	0.056962	0.160752
4	R5	0	P	8	v8	0.000000	0.010363
4	R5	0	P	9	v9	0.000000	0.000000
5	R6	0	P	0	v0	1.000000	1.000000
5	R6	0	P	1	v1	0.038835	0.176030
5	R6	0	P	2	v2	0.000000	0.005208
5	R6	0	P	3	v3	0.005917	0.027027
5	R6	0	P	4	v4	0.010753	0.053763
5	R6	0	P	5	v5	0.000000	0.003899
5	R6	0	P	6	v6	0.000000	0.007634
5	R6	0	P	7	v7	0.007812	0.108696
5	R6	0	P	8	v8	0.000000	0.000000
5	R6	0	P	9	v9	0.000000	0.000000
6	R7	0	P	0	v0	1.000000	1.000000
6	R7	0	P	1	v1	0.086598	0.311224
6	R7	0	P	2	v2	0.000000	0.001912
6	R7	0	P	3	v3	0.058559	0.142180
6	R7	0	P	4	v4	0.020202	0.209524
6	R7	0	P	5	v5	0.000000	0.006042
6	R7	0	P	6	v6	0.044747	0.102073
6	R7	0	P	7	v7	0.024704	0.141221
6	R7	0	P	8	v8	0.000000	0.005000
6	R7	0	P	9	v9	0.055556	0.067542
