1 #anatomical sites
5 #samples
11 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.187879	0.621451
0	R1	0	P	2	v2	0.000000	0.000000
0	R1	0	P	3	v3	0.136882	0.426396
0	R1	0	P	4	v4	0.000000	0.001634
0	R1	0	P	5	v5	0.000000	0.000000
0	R1	0	P	6	v6	0.029178	0.230088
0	R1	0	P	7	v7	0.000000	0.002950
0	R1	0	P	8	v8	0.000000	0.001645
0	R1	0	P	9	v9	0.000000	0.003185
0	R1	0	P	10	v10	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.185185	0.654494
1	R2	0	P	2	v2	0.000000	0.000000
1	R2	0	P	3	v3	0.093407	0.379630
1	R2	0	P	4	v4	0.000000	0.000000
1	R2	0	P	5	v5	0.000000	0.004255
1	R2	0	P	6	v6	0.000000	0.002732
1	R2	0	P	7	v7	0.000000	0.000000
1	R2	0	P	8	v8	0.000000	0.000000
1	R2	0	P	9	v9	0.024480	0.349845
1	R2	0	P	10	v10	0.024470	0.053812
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.157706	0.573786
2	R3	0	P	2	v2	0.000000	0.002601
2	R3	0	P	3	v3	0.109524	0.293970
2	R3	0	P	4	v4	0.057307	0.108239
2	R3	0	P	5	v5	0.000000	0.006154
2	R3	0	P	6	v6	0.000000	0.001650
2	R3	0	P	7	v7	0.000000	0.000000
2	R3	0	P	8	v8	0.000000	0.001706
2	R3	0	P	9	v9	0.000000	0.002062
2	R3	0	P	10	v10	0.000000	0.000000
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.152941	0.490798
3	R4	0	P	2	v2	0.089385	0.239394
3	R4	0	P	3	v3	0.000000	0.004975
3	R4	0	P	4	v4	0.000000	0.001572
3	R4	0	P	5	v5	0.000000	0.005803
3	R4	0	P	6	v6	0.000000	0.000000
3	R4	0	P	7	v7	0.025586	0.062500
3	R4	0	P	8	v8	0.079675	0.175214
3	R4	0	P	9	v9	0.000000	0.007009
3	R4	0	P	10	v10	0.000000	0.000000
4	R5	0	P	0	v0	1.000000	1.000000
4	R5	0	P	1	v1	0.048193	0.182482
4	R5	0	P	2	v2	0.039568	0.080769
4	R5	0	P	3	v3	0.000000	0.008584
4	R5	0	P	4	v4	0.000000	0.000000
4	R5	0	P	5	v5	0.021173	0.135255
4	R5	0	P	6	v6	0.000000	0.004630
4	R5	0	P	7	v7	0.000000	0.000000
4	R5	0	P	8	v8	0.000000	0.004566
4	R5	0	P	9	v9	0.000000	0.002597
4	R5	0	P	10	v10	0.000000	0.000000
