1 #anatomical sites
5 #samples
10 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.167598	0.564270
0	R1	0	P	2	v2	0.000000	0.003215
0	R1	0	P	3	v3	0.153025	0.334545
0	R1	0	P	4	v4	0.000000	0.003413
0	R1	0	P	5	v5	0.079545	0.530769
0	R1	0	P	6	v6	0.000000	0.008380
0	R1	0	P	7	v7	0.005089	0.295019
0	R1	0	P	8	v8	0.000000	0.002358
0	R1	0	P	9	v9	0.000000	0.047319
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.179487	0.569524
1	R2	0	P	2	v2	0.000000	0.001739
1	R2	0	P	3	v3	0.156156	0.367781
1	R2	0	P	4	v4	0.000000	0.000000
1	R2	0	P	5	v5	0.018868	0.337662
1	R2	0	P	6	v6	0.000000	0.000000
1	R2	0	P	7	v7	0.078947	0.276151
1	R2	0	P	8	v8	0.000000	0.000000
1	R2	0	P	9	v9	0.000000	0.064599
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.140562	0.434783
2	R3	0	P	2	v2	0.000000	0.001698
2	R3	0	P	3	v3	0.000000	0.004717
2	R3	0	P	4	v4	0.047138	0.348837
2	R3	0	P	5	v5	0.000000	0.004630
2	R3	0	P	6	v6	0.057269	0.200000
2	R3	0	P	7	v7	0.000000	0.004132
2	R3	0	P	8	v8	0.000000	0.002252
2	R3	0	P	9	v9	0.000000	0.000000
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.078947	0.368794
3	R4	0	P	2	v2	0.031250	0.156028
3	R4	0	P	3	v3	0.004178	0.104430
3	R4	0	P	4	v4	0.001770	0.083636
3	R4	0	P	5	v5	0.000000	0.008929
3	R4	0	P	6	v6	0.000000	0.000000
3	R4	0	P	7	v7	0.000000	0.003861
3	R4	0	P	8	v8	0.000000	0.002331
3	R4	0	P	9	v9	0.000000	0.000000
4	R5	0	P	0	v0	1.000000	1.000000
4	R5	0	P	1	v1	0.135338	0.494585
4	R5	0	P	2	v2	0.000000	0.002985
4	R5	0	P	3	v3	0.126394	0.241636
4	R5	0	P	4	v4	0.000000	0.005650
4	R5	0	P	5	v5	0.021277	0.229167
4	R5	0	P	6	v6	0.000000	0.004505
4	R5	0	P	7	v7	0.000000	0.011111
4	R5	0	P	8	v8	0.028814	0.070312
4	R5	0	P	9	v9	0.000000	0.003521
