1 #anatomical sites
3 #samples
8 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.075000	0.340909
0	R1	0	P	2	v2	0.000000	0.004545
0	R1	0	P	3	v3	0.042834	0.150685
0	R1	0	P	4	v4	0.000000	0.002747
0	R1	0	P	5	v5	0.000000	0.000000
0	R1	0	P	6	v6	0.000000	0.009615
0	R1	0	P	7	v7	0.033613	0.145833
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.087193	0.409836
1	R2	0	P	2	v2	0.040062	0.214559
1	R2	0	P	3	v3	0.000000	0.001949
1	R2	0	P	4	v4	0.028169	0.107143
1	R2	0	P	5	v5	0.000000	0.000000
1	R2	0	P	6	v6	0.000000	0.000000
1	R2	0	P	7	v7	0.000000	0.000937
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.139272	0.503722
2	R3	0	P	2	v2	0.000000	0.001718
2	R3	0	P	3	v3	0.068404	0.223214
2	R3	0	P	4	v4	0.000000	0.001041
2	R3	0	P	5	v5	0.033058	0.077821
2	R3	0	P	6	v6	0.038355	0.143443
2	R3	0	P	7	v7	0.000000	0.002463
