1 #anatomical sites
4 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.109479	0.575875
0	R1	0	P	2	v2	0.000000	0.002924
0	R1	0	P	3	v3	0.000000	0.071121
0	R1	0	P	4	v4	0.027322	0.215054
0	R1	0	P	5	v5	0.000000	0.001377
0	R1	0	P	6	v6	0.000000	0.004228
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.101235	0.527054
1	R2	0	P	2	v2	0.000000	0.003200
1	R2	0	P	3	v3	0.008596	0.101293
1	R2	0	P	4	v4	0.000000	0.011696
1	R2	0	P	5	v5	0.000000	0.000000
1	R2	0	P	6	v6	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.095076	0.468354
2	R3	0	P	2	v2	0.000000	0.004587
2	R3	0	P	3	v3	0.000000	0.003378
2	R3	0	P	4	v4	0.000000	0.000000
2	R3	0	P	5	v5	0.032258	0.105793
2	R3	0	P	6	v6	0.000000	0.000000
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.123539	0.388393
3	R4	0	P	2	v2	0.023286	0.098291
3	R4	0	P	3	v3	0.000000	0.000000
3	R4	0	P	4	v4	0.000000	0.000000
3	R4	0	P	5	v5	0.000000	0.000000
3	R4	0	P	6	v6	0.033397	0.192852
