1 #anatomical sites
3 #samples
9 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.000000	0.002577
0	R1	0	P	2	v2	0.090000	0.315789
0	R1	0	P	3	v3	0.000000	0.002667
0	R1	0	P	4	v4	0.000000	0.004587
0	R1	0	P	5	v5	0.034173	0.224138
0	R1	0	P	6	v6	0.001887	0.266892
0	R1	0	P	7	v7	0.000000	0.006024
0	R1	0	P	8	v8	0.001508	0.186380
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.052953	0.243750
1	R2	0	P	2	v2	0.002404	0.271226
1	R2	0	P	3	v3	0.000000	0.002049
1	R2	0	P	4	v4	0.000000	0.006250
1	R2	0	P	5	v5	0.000000	0.000000
1	R2	0	P	6	v6	0.000000	0.007772
1	R2	0	P	7	v7	0.025424	0.046392
1	R2	0	P	8	v8	0.004464	0.260623
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.000000	0.000000
2	R3	0	P	2	v2	0.104651	0.343685
2	R3	0	P	3	v3	0.032567	0.076923
2	R3	0	P	4	v4	0.032698	0.286364
2	R3	0	P	5	v5	0.000000	0.000000
2	R3	0	P	6	v6	0.007937	0.316547
2	R3	0	P	7	v7	0.000000	0.000000
2	R3	0	P	8	v8	0.000000	0.001901
