1 #anatomical sites
3 #samples
9 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.088735	0.247664
0	R1	0	P	2	v2	0.000000	0.001550
0	R1	0	P	3	v3	0.083612	0.280872
0	R1	0	P	4	v4	0.000000	0.001761
0	R1	0	P	5	v5	0.023202	0.080189
0	R1	0	P	6	v6	0.000000	0.001504
0	R1	0	P	7	v7	0.000000	0.001250
0	R1	0	P	8	v8	0.000000	0.002188
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.180822	0.328485
1	R2	0	P	2	v2	0.026895	0.071066
1	R2	0	P	3	v3	0.000000	0.001949
1	R2	0	P	4	v4	0.090909	0.293850
1	R2	0	P	5	v5	0.000000	0.001832
1	R2	0	P	6	v6	0.000000	0.001776
1	R2	0	P	7	v7	0.000000	0.001577
1	R2	0	P	8	v8	0.049268	0.128743
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.233333	0.508242
2	R3	0	P	2	v2	0.000000	0.001704
2	R3	0	P	3	v3	0.000000	0.001346
2	R3	0	P	4	v4	0.176991	0.576552
2	R3	0	P	5	v5	0.000000	0.001842
2	R3	0	P	6	v6	0.025333	0.220000
2	R3	0	P	7	v7	0.028050	0.082609
2	R3	0	P	8	v8	0.135238	0.380471
