1 #anatomical sites
4 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.000000	0.000000
0	R1	0	P	2	v2	0.034483	0.187952
0	R1	0	P	3	v3	0.024566	0.090336
0	R1	0	P	4	v4	0.000000	0.000000
0	R1	0	P	5	v5	0.000000	0.001681
0	R1	0	P	6	v6	0.023866	0.044905
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.000000	0.001200
1	R2	0	P	2	v2	0.044335	0.251586
1	R2	0	P	3	v3	0.029503	0.143782
1	R2	0	P	4	v4	0.000000	0.001776
1	R2	0	P	5	v5	0.025974	0.073171
1	R2	0	P	6	v6	0.000000	0.001134
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.038005	0.109677
2	R3	0	P	2	v2	0.025641	0.260274
2	R3	0	P	3	v3	0.008865	0.054208
2	R3	0	P	4	v4	0.000000	0.000000
2	R3	0	P	5	v5	0.000000	0.000000
2	R3	0	P	6	v6	0.000000	0.008086
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.000000	0.000000
3	R4	0	P	2	v2	0.050000	0.266423
3	R4	0	P	3	v3	0.034707	0.154856
3	R4	0	P	4	v4	0.037479	0.118519
3	R4	0	P	5	v5	0.000000	0.001300
3	R4	0	P	6	v6	0.000000	0.000000
