1 #anatomical sites
5 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.121053	0.470199
0	R1	0	P	2	v2	0.050432	0.232804
0	R1	0	P	3	v3	0.017699	0.156250
0	R1	0	P	4	v4	0.039702	0.119760
0	R1	0	P	5	v5	0.049057	0.115702
0	R1	0	P	6	v6	0.000000	0.009302
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.104213	0.454545
1	R2	0	P	2	v2	0.055215	0.276730
1	R2	0	P	3	v3	0.032258	0.117021
1	R2	0	P	4	v4	0.017167	0.093458
1	R2	0	P	5	v5	0.040698	0.102041
1	R2	0	P	6	v6	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.058824	0.323529
2	R3	0	P	2	v2	0.030986	0.146067
2	R3	0	P	3	v3	0.000000	0.005435
2	R3	0	P	4	v4	0.000000	0.000000
2	R3	0	P	5	v5	0.006711	0.098361
2	R3	0	P	6	v6	0.050761	0.560976
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.116667	0.537313
3	R4	0	P	2	v2	0.005155	0.358779
3	R4	0	P	3	v3	0.079268	0.258065
3	R4	0	P	4	v4	0.000000	0.000000
3	R4	0	P	5	v5	0.000000	0.000000
3	R4	0	P	6	v6	0.000000	0.000000
4	R5	0	P	0	v0	1.000000	1.000000
4	R5	0	P	1	v1	0.045455	0.262626
4	R5	0	P	2	v2	0.000000	0.008065
4	R5	0	P	3	v3	0.000000	0.008889
4	R5	0	P	4	v4	0.000000	0.000000
4	R5	0	P	5	v5	0.000000	0.011429
4	R5	0	P	6	v6	0.000000	0.005263
