1 #anatomical sites
4 #samples
9 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.090909	0.298103
0	R1	0	P	2	v2	0.054566	0.139265
0	R1	0	P	3	v3	0.000000	0.002494
0	R1	0	P	4	v4	0.000000	0.000529
0	R1	0	P	5	v5	0.000000	0.001304
0	R1	0	P	6	v6	0.000000	0.000000
0	R1	0	P	7	v7	0.000000	0.001427
0	R1	0	P	8	v8	0.000000	0.001572
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.160596	0.497890
1	R2	0	P	2	v2	0.000000	0.007519
1	R2	0	P	3	v3	0.121951	0.265060
1	R2	0	P	4	v4	0.000000	0.004444
1	R2	0	P	5	v5	0.000000	0.005280
1	R2	0	P	6	v6	0.026263	0.052893
1	R2	0	P	7	v7	0.000000	0.000000
1	R2	0	P	8	v8	0.003538	0.222892
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.067308	0.241993
2	R3	0	P	2	v2	0.000000	0.003200
2	R3	0	P	3	v3	0.000000	0.001287
2	R3	0	P	4	v4	0.032407	0.116732
2	R3	0	P	5	v5	0.049296	0.125000
2	R3	0	P	6	v6	0.000000	0.000000
2	R3	0	P	7	v7	0.000000	0.000000
2	R3	0	P	8	v8	0.049735	0.120623
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.069252	0.236111
3	R4	0	P	2	v2	0.000000	0.001121
3	R4	0	P	3	v3	0.000000	0.002513
3	R4	0	P	4	v4	0.000000	0.007313
3	R4	0	P	5	v5	0.054922	0.137427
3	R4	0	P	6	v6	0.000000	0.001848
3	R4	0	P	7	v7	0.039669	0.114000
3	R4	0	P	8	v8	0.063063	0.102510
