1 #anatomical sites
3 #samples
8 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.170022	0.550633
0	R1	0	P	2	v2	0.027719	0.126437
0	R1	0	P	3	v3	0.000000	0.003401
0	R1	0	P	4	v4	0.000000	0.004329
0	R1	0	P	5	v5	0.000000	0.001443
0	R1	0	P	6	v6	0.039125	0.344569
0	R1	0	P	7	v7	0.098765	0.223602
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.197397	0.654867
1	R2	0	P	2	v2	0.000000	0.002506
1	R2	0	P	3	v3	0.108911	0.275316
1	R2	0	P	4	v4	0.000000	0.004082
1	R2	0	P	5	v5	0.029056	0.065421
1	R2	0	P	6	v6	0.000000	0.002566
1	R2	0	P	7	v7	0.000000	0.002198
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.103825	0.393762
2	R3	0	P	2	v2	0.000000	0.003431
2	R3	0	P	3	v3	0.000000	0.003024
2	R3	0	P	4	v4	0.033189	0.109890
2	R3	0	P	5	v5	0.000000	0.003676
2	R3	0	P	6	v6	0.000000	0.025641
2	R3	0	P	7	v7	0.012545	0.142857
