1 #anatomical sites
4 #samples
11 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.185102	0.428333
0	R1	0	P	2	v2	0.099010	0.271739
0	R1	0	P	3	v3	0.025463	0.107817
0	R1	0	P	4	v4	0.000000	0.007491
0	R1	0	P	5	v5	0.000000	0.001142
0	R1	0	P	6	v6	0.000000	0.000000
0	R1	0	P	7	v7	0.002793	0.339869
0	R1	0	P	8	v8	0.000000	0.039192
0	R1	0	P	9	v9	0.000000	0.000000
0	R1	0	P	10	v10	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.158371	0.340741
1	R2	0	P	2	v2	0.000000	0.000000
1	R2	0	P	3	v3	0.000000	0.000000
1	R2	0	P	4	v4	0.132075	0.311111
1	R2	0	P	5	v5	0.000000	0.000000
1	R2	0	P	6	v6	0.000000	0.000000
1	R2	0	P	7	v7	0.003546	0.335329
1	R2	0	P	8	v8	0.000000	0.000000
1	R2	0	P	9	v9	0.000000	0.000000
1	R2	0	P	10	v10	0.030641	0.123288
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.193548	0.439850
2	R3	0	P	2	v2	0.000000	0.002551
2	R3	0	P	3	v3	0.000000	0.000000
2	R3	0	P	4	v4	0.000000	0.000000
2	R3	0	P	5	v5	0.134958	0.585799
2	R3	0	P	6	v6	0.003344	0.320856
2	R3	0	P	7	v7	0.000000	0.000000
2	R3	0	P	8	v8	0.000000	0.006993
2	R3	0	P	9	v9	0.000000	0.002041
2	R3	0	P	10	v10	0.000000	0.000000
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.078125	0.218310
3	R4	0	P	2	v2	0.000000	0.002247
3	R4	0	P	3	v3	0.000000	0.000000
3	R4	0	P	4	v4	0.000000	0.000000
3	R4	0	P	5	v5	0.000000	0.003876
3	R4	0	P	6	v6	0.002315	0.170455
3	R4	0	P	7	v7	0.000000	0.000000
3	R4	0	P	8	v8	0.003906	0.375000
3	R4	0	P	9	v9	0.021948	0.062992
3	R4	0	P	10	v10	0.000000	0.000000
