1 #anatomical sites
2 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.127424	0.301645
0	R1	0	P	2	v2	0.026243	0.066667
0	R1	0	P	3	v3	0.023636	0.061350
0	R1	0	P	4	v4	0.010204	0.044369
0	R1	0	P	5	v5	0.027160	0.079545
0	R1	0	P	6	v6	0.003468	0.017857
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.153846	0.370370
1	R2	0	P	2	v2	0.000000	0.008475
1	R2	0	P	3	v3	0.046154	0.090476
1	R2	0	P	4	v4	0.002762	0.068345
1	R2	0	P	5	v5	0.000000	0.004965
1	R2	0	P	6	v6	0.023895	0.048338
