1 #anatomical sites
4 #samples
11 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.029412	0.151203
0	R1	0	P	2	v2	0.000000	0.003150
0	R1	0	P	3	v3	0.000000	0.000000
0	R1	0	P	4	v4	0.000000	0.010989
0	R1	0	P	5	v5	0.025743	0.091483
0	R1	0	P	6	v6	0.000000	0.000000
0	R1	0	P	7	v7	0.000000	0.000000
0	R1	0	P	8	v8	0.000000	0.000000
0	R1	0	P	9	v9	0.000000	0.006390
0	R1	0	P	10	v10	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.078886	0.315217
1	R2	0	P	2	v2	0.000000	0.000000
1	R2	0	P	3	v3	0.026992	0.131737
1	R2	0	P	4	v4	0.037736	0.105469
1	R2	0	P	5	v5	0.000000	0.002732
1	R2	0	P	6	v6	0.000000	0.000000
1	R2	0	P	7	v7	0.018792	0.174157
1	R2	0	P	8	v8	0.001107	0.069767
1	R2	0	P	9	v9	0.025806	0.103175
1	R2	0	P	10	v10	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.064786	0.257485
2	R3	0	P	2	v2	0.028470	0.089783
2	R3	0	P	3	v3	0.000000	0.000000
2	R3	0	P	4	v4	0.000000	0.000830
2	R3	0	P	5	v5	0.000000	0.001355
2	R3	0	P	6	v6	0.000000	0.000000
2	R3	0	P	7	v7	0.001639	0.106762
2	R3	0	P	8	v8	0.001493	0.092453
2	R3	0	P	9	v9	0.000000	0.000000
2	R3	0	P	10	v10	0.000000	0.001236
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.128866	0.424508
3	R4	0	P	2	v2	0.000000	0.000000
3	R4	0	P	3	v3	0.000000	0.001802
3	R4	0	P	4	v4	0.020518	0.189076
3	R4	0	P	5	v5	0.000000	0.028235
3	R4	0	P	6	v6	0.021368	0.150769
3	R4	0	P	7	v7	0.001332	0.173228
3	R4	0	P	8	v8	0.000000	0.000000
3	R4	0	P	9	v9	0.004640	0.067265
3	R4	0	P	10	v10	0.023121	0.049645
