1 #anatomical sites
3 #samples
4 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.057964	0.197183
0	R1	0	P	2	v2	0.000000	0.000515
0	R1	0	P	3	v3	0.025848	0.103004
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.012116	0.072848
1	R2	0	P	2	v2	0.000000	0.001387
1	R2	0	P	3	v3	0.000000	0.030864
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.012422	0.119318
2	R3	0	P	2	v2	0.031949	0.070175
2	R3	0	P	3	v3	0.000000	0.002618
