1 #anatomical sites
3 #samples
6 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.820000	1.000000
0	R1	0	P	2	v2	0.000000	0.000000
0	R1	0	P	3	v3	0.720000	1.000000
0	R1	0	P	4	v4	0.000000	0.000000
0	R1	0	P	5	v5	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.840000	1.000000
1	R2	0	P	2	v2	0.000000	0.020000
1	R2	0	P	3	v3	0.000000	0.030000
1	R2	0	P	4	v4	0.530000	1.000000
1	R2	0	P	5	v5	0.340000	1.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.840000	1.000000
2	R3	0	P	2	v2	0.650000	1.000000
2	R3	0	P	3	v3	0.000000	0.300000
2	R3	0	P	4	v4	0.000000	0.000000
2	R3	0	P	5	v5	0.810000	1.000000
