1 #anatomical sites
5 #samples
11 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.178082	0.563003
0	R1	0	P	2	v2	0.000000	0.000657
0	R1	0	P	3	v3	0.000000	0.041943
0	R1	0	P	4	v4	0.138889	0.265356
0	R1	0	P	5	v5	0.023995	0.112903
0	R1	0	P	6	v6	0.000000	0.000000
0	R1	0	P	7	v7	0.000000	0.000881
0	R1	0	P	8	v8	0.023136	0.261981
0	R1	0	P	9	v9	0.000000	0.000000
0	R1	0	P	10	v10	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.176538	0.445122
1	R2	0	P	2	v2	0.077320	0.180556
1	R2	0	P	3	v3	0.000000	0.001505
1	R2	0	P	4	v4	0.131783	0.277778
1	R2	0	P	5	v5	0.000000	0.000000
1	R2	0	P	6	v6	0.025940	0.049151
1	R2	0	P	7	v7	0.000000	0.001637
1	R2	0	P	8	v8	0.000000	0.002604
1	R2	0	P	9	v9	0.000000	0.001259
1	R2	0	P	10	v10	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.174825	0.413043
2	R3	0	P	2	v2	0.000000	0.002551
2	R3	0	P	3	v3	0.013205	0.223684
2	R3	0	P	4	v4	0.137195	0.300000
2	R3	0	P	5	v5	0.000000	0.000000
2	R3	0	P	6	v6	0.000000	0.002119
2	R3	0	P	7	v7	0.000000	0.037523
2	R3	0	P	8	v8	0.000000	0.022727
2	R3	0	P	9	v9	0.024710	0.077922
2	R3	0	P	10	v10	0.000000	0.009978
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.216687	0.505590
3	R4	0	P	2	v2	0.000000	0.000000
3	R4	0	P	3	v3	0.000000	0.000000
3	R4	0	P	4	v4	0.125000	0.359375
3	R4	0	P	5	v5	0.000000	0.000781
3	R4	0	P	6	v6	0.000000	0.000000
3	R4	0	P	7	v7	0.000000	0.001527
3	R4	0	P	8	v8	0.000000	0.000458
3	R4	0	P	9	v9	0.000000	0.001429
3	R4	0	P	10	v10	0.028963	0.081203
4	R5	0	P	0	v0	1.000000	1.000000
4	R5	0	P	1	v1	0.218359	0.509276
4	R5	0	P	2	v2	0.000000	0.000000
4	R5	0	P	3	v3	0.000000	0.012195
4	R5	0	P	4	v4	0.195402	0.450000
4	R5	0	P	5	v5	0.000000	0.000000
4	R5	0	P	6	v6	0.000000	0.000000
4	R5	0	P	7	v7	0.023469	0.097273
4	R5	0	P	8	v8	0.000000	0.001272
4	R5	0	P	9	v9	0.000000	0.001448
4	R5	0	P	10	v10	0.000000	0.014168
