1 #anatomical sites
4 #samples
9 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.099888	0.577320
0	R1	0	P	2	v2	0.049261	0.401055
0	R1	0	P	3	v3	0.000000	0.000000
0	R1	0	P	4	v4	0.000000	0.000900
0	R1	0	P	5	v5	0.000000	0.001706
0	R1	0	P	6	v6	0.000000	0.000000
0	R1	0	P	7	v7	0.054054	0.152941
0	R1	0	P	8	v8	0.000000	0.000000
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.050992	0.240385
1	R2	0	P	2	v2	0.000000	0.003831
1	R2	0	P	3	v3	0.038585	0.106583
1	R2	0	P	4	v4	0.032641	0.210243
1	R2	0	P	5	v5	0.025641	0.082386
1	R2	0	P	6	v6	0.003215	0.093596
1	R2	0	P	7	v7	0.000000	0.001852
1	R2	0	P	8	v8	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.064220	0.323887
2	R3	0	P	2	v2	0.000000	0.002494
2	R3	0	P	3	v3	0.056738	0.169231
2	R3	0	P	4	v4	0.052369	0.244713
2	R3	0	P	5	v5	0.000000	0.000000
2	R3	0	P	6	v6	0.038339	0.082222
2	R3	0	P	7	v7	0.000000	0.000000
2	R3	0	P	8	v8	0.000000	0.011325
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.078471	0.372283
3	R4	0	P	2	v2	0.025759	0.163142
3	R4	0	P	3	v3	0.013825	0.065134
3	R4	0	P	4	v4	0.019093	0.119423
3	R4	0	P	5	v5	0.000000	0.002160
3	R4	0	P	6	v6	0.005435	0.033088
3	R4	0	P	7	v7	0.000000	0.001284
3	R4	0	P	8	v8	0.022222	0.045780
