1 #anatomical sites
3 #samples
5 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.043624	0.147368
0	R1	0	P	2	v2	0.000000	0.000000
0	R1	0	P	3	v3	0.000000	0.000000
0	R1	0	P	4	v4	0.025243	0.065395
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.053846	0.351064
1	R2	0	P	2	v2	0.000000	0.003322
1	R2	0	P	3	v3	0.079208	0.246032
1	R2	0	P	4	v4	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.040816	0.323171
2	R3	0	P	2	v2	0.053659	0.097436
2	R3	0	P	3	v3	0.093878	0.233463
2	R3	0	P	4	v4	0.000000	0.000000
